steps,date,interval,Day of Week,weekday or weekend
0,2012-10-26T00:00:00Z,35,Friday,weekday
0,2012-10-26T00:00:00Z,40,Friday,weekday
0,2012-10-26T00:00:00Z,45,Friday,weekday
0,2012-10-26T00:00:00Z,50,Friday,weekday
0,2012-10-26T00:00:00Z,55,Friday,weekday
0,2012-10-26T00:00:00Z,100,Friday,weekday
0,2012-10-26T00:00:00Z,105,Friday,weekday
0,2012-10-26T00:00:00Z,110,Friday,weekday
0,2012-10-26T00:00:00Z,115,Friday,weekday
0,2012-10-26T00:00:00Z,120,Friday,weekday
0,2012-10-26T00:00:00Z,125,Friday,weekday
0,2012-10-26T00:00:00Z,130,Friday,weekday
0,2012-10-26T00:00:00Z,135,Friday,weekday
0,2012-10-26T00:00:00Z,140,Friday,weekday
0,2012-10-26T00:00:00Z,145,Friday,weekday
0,2012-10-26T00:00:00Z,150,Friday,weekday
0,2012-10-26T00:00:00Z,155,Friday,weekday
0,2012-10-26T00:00:00Z,200,Friday,weekday
0,2012-10-26T00:00:00Z,205,Friday,weekday
0,2012-10-26T00:00:00Z,210,Friday,weekday
0,2012-10-26T00:00:00Z,215,Friday,weekday
0,2012-10-26T00:00:00Z,220,Friday,weekday
0,2012-10-26T00:00:00Z,225,Friday,weekday
0,2012-10-26T00:00:00Z,230,Friday,weekday
0,2012-10-26T00:00:00Z,235,Friday,weekday
0,2012-10-26T00:00:00Z,240,Friday,weekday
0,2012-10-26T00:00:00Z,245,Friday,weekday
0,2012-10-26T00:00:00Z,250,Friday,weekday
0,2012-10-26T00:00:00Z,255,Friday,weekday
0,2012-10-26T00:00:00Z,300,Friday,weekday
0,2012-10-26T00:00:00Z,305,Friday,weekday
0,2012-10-26T00:00:00Z,310,Friday,weekday
0,2012-10-26T00:00:00Z,315,Friday,weekday
0,2012-10-26T00:00:00Z,320,Friday,weekday
0,2012-10-26T00:00:00Z,325,Friday,weekday
0,2012-10-26T00:00:00Z,330,Friday,weekday
0,2012-10-26T00:00:00Z,335,Friday,weekday
0,2012-10-26T00:00:00Z,340,Friday,weekday
0,2012-10-26T00:00:00Z,345,Friday,weekday
0,2012-10-26T00:00:00Z,350,Friday,weekday
0,2012-10-26T00:00:00Z,355,Friday,weekday
0,2012-10-26T00:00:00Z,400,Friday,weekday
0,2012-10-26T00:00:00Z,405,Friday,weekday
0,2012-10-26T00:00:00Z,410,Friday,weekday
0,2012-10-26T00:00:00Z,415,Friday,weekday
0,2012-10-26T00:00:00Z,420,Friday,weekday
0,2012-10-26T00:00:00Z,425,Friday,weekday
0,2012-10-26T00:00:00Z,430,Friday,weekday
6,2012-10-26T00:00:00Z,435,Friday,weekday
10,2012-10-26T00:00:00Z,440,Friday,weekday
20,2012-10-26T00:00:00Z,445,Friday,weekday
14,2012-10-26T00:00:00Z,450,Friday,weekday
0,2012-10-26T00:00:00Z,455,Friday,weekday
0,2012-10-26T00:00:00Z,500,Friday,weekday
13,2012-10-26T00:00:00Z,505,Friday,weekday
101,2012-10-26T00:00:00Z,510,Friday,weekday
67,2012-10-26T00:00:00Z,515,Friday,weekday
37,2012-10-26T00:00:00Z,520,Friday,weekday
0,2012-10-26T00:00:00Z,525,Friday,weekday
0,2012-10-26T00:00:00Z,530,Friday,weekday
15,2012-10-26T00:00:00Z,535,Friday,weekday
27,2012-10-26T00:00:00Z,540,Friday,weekday
40,2012-10-26T00:00:00Z,545,Friday,weekday
0,2012-10-26T00:00:00Z,550,Friday,weekday
0,2012-10-26T00:00:00Z,555,Friday,weekday
55,2012-10-26T00:00:00Z,600,Friday,weekday
23,2012-10-26T00:00:00Z,605,Friday,weekday
69,2012-10-26T00:00:00Z,610,Friday,weekday
30,2012-10-26T00:00:00Z,615,Friday,weekday
0,2012-10-26T00:00:00Z,620,Friday,weekday
0,2012-10-26T00:00:00Z,625,Friday,weekday
10,2012-10-26T00:00:00Z,630,Friday,weekday
0,2012-10-26T00:00:00Z,635,Friday,weekday
0,2012-10-26T00:00:00Z,640,Friday,weekday
32,2012-10-26T00:00:00Z,645,Friday,weekday
14,2012-10-26T00:00:00Z,650,Friday,weekday
54,2012-10-26T00:00:00Z,655,Friday,weekday
0,2012-10-26T00:00:00Z,700,Friday,weekday
14,2012-10-26T00:00:00Z,705,Friday,weekday
12,2012-10-26T00:00:00Z,710,Friday,weekday
11,2012-10-26T00:00:00Z,715,Friday,weekday
0,2012-10-26T00:00:00Z,720,Friday,weekday
0,2012-10-26T00:00:00Z,725,Friday,weekday
0,2012-10-26T00:00:00Z,730,Friday,weekday
0,2012-10-26T00:00:00Z,735,Friday,weekday
134,2012-10-26T00:00:00Z,740,Friday,weekday
170,2012-10-26T00:00:00Z,745,Friday,weekday
153,2012-10-26T00:00:00Z,750,Friday,weekday
167,2012-10-26T00:00:00Z,755,Friday,weekday
78,2012-10-26T00:00:00Z,800,Friday,weekday
34,2012-10-26T00:00:00Z,805,Friday,weekday
0,2012-10-26T00:00:00Z,810,Friday,weekday
0,2012-10-26T00:00:00Z,815,Friday,weekday
8,2012-10-26T00:00:00Z,820,Friday,weekday
13,2012-10-26T00:00:00Z,825,Friday,weekday
15,2012-10-26T00:00:00Z,830,Friday,weekday
34,2012-10-26T00:00:00Z,835,Friday,weekday
16,2012-10-26T00:00:00Z,840,Friday,weekday
203,2012-10-26T00:00:00Z,845,Friday,weekday
440,2012-10-26T00:00:00Z,850,Friday,weekday
56,2012-10-26T00:00:00Z,855,Friday,weekday
164,2012-10-26T00:00:00Z,900,Friday,weekday
159,2012-10-26T00:00:00Z,905,Friday,weekday
0,2012-10-26T00:00:00Z,910,Friday,weekday
0,2012-10-26T00:00:00Z,915,Friday,weekday
0,2012-10-26T00:00:00Z,920,Friday,weekday
0,2012-10-26T00:00:00Z,925,Friday,weekday
0,2012-10-26T00:00:00Z,930,Friday,weekday
0,2012-10-26T00:00:00Z,935,Friday,weekday
0,2012-10-26T00:00:00Z,940,Friday,weekday
0,2012-10-26T00:00:00Z,945,Friday,weekday
0,2012-10-26T00:00:00Z,950,Friday,weekday
0,2012-10-26T00:00:00Z,955,Friday,weekday
0,2012-10-26T00:00:00Z,1000,Friday,weekday
0,2012-10-26T00:00:00Z,1005,Friday,weekday
0,2012-10-26T00:00:00Z,1010,Friday,weekday
55,2012-10-26T00:00:00Z,1015,Friday,weekday
22,2012-10-26T00:00:00Z,1020,Friday,weekday
0,2012-10-26T00:00:00Z,1025,Friday,weekday
0,2012-10-26T00:00:00Z,1030,Friday,weekday
0,2012-10-26T00:00:00Z,1035,Friday,weekday
0,2012-10-26T00:00:00Z,1040,Friday,weekday
41,2012-10-26T00:00:00Z,1045,Friday,weekday
17,2012-10-26T00:00:00Z,1050,Friday,weekday
306,2012-10-26T00:00:00Z,1055,Friday,weekday
0,2012-10-26T00:00:00Z,1100,Friday,weekday
0,2012-10-26T00:00:00Z,1105,Friday,weekday
0,2012-10-26T00:00:00Z,1110,Friday,weekday
0,2012-10-26T00:00:00Z,1115,Friday,weekday
0,2012-10-26T00:00:00Z,1120,Friday,weekday
0,2012-10-26T00:00:00Z,1125,Friday,weekday
46,2012-10-26T00:00:00Z,1130,Friday,weekday
313,2012-10-26T00:00:00Z,1135,Friday,weekday
20,2012-10-26T00:00:00Z,1140,Friday,weekday
0,2012-10-26T00:00:00Z,1145,Friday,weekday
0,2012-10-26T00:00:00Z,1150,Friday,weekday
0,2012-10-26T00:00:00Z,1155,Friday,weekday
0,2012-10-26T00:00:00Z,1200,Friday,weekday
0,2012-10-26T00:00:00Z,1205,Friday,weekday
28,2012-10-26T00:00:00Z,1210,Friday,weekday
225,2012-10-26T00:00:00Z,1215,Friday,weekday
0,2012-10-26T00:00:00Z,1220,Friday,weekday
0,2012-10-26T00:00:00Z,1225,Friday,weekday
0,2012-10-26T00:00:00Z,1230,Friday,weekday
21,2012-10-26T00:00:00Z,1235,Friday,weekday
0,2012-10-26T00:00:00Z,1240,Friday,weekday
0,2012-10-26T00:00:00Z,1245,Friday,weekday
0,2012-10-26T00:00:00Z,1250,Friday,weekday
0,2012-10-26T00:00:00Z,1255,Friday,weekday
0,2012-10-26T00:00:00Z,1300,Friday,weekday
0,2012-10-26T00:00:00Z,1305,Friday,weekday
0,2012-10-26T00:00:00Z,1310,Friday,weekday
11,2012-10-26T00:00:00Z,1315,Friday,weekday
0,2012-10-26T00:00:00Z,1320,Friday,weekday
0,2012-10-26T00:00:00Z,1325,Friday,weekday
131,2012-10-26T00:00:00Z,1330,Friday,weekday
80,2012-10-26T00:00:00Z,1335,Friday,weekday
39,2012-10-26T00:00:00Z,1340,Friday,weekday
0,2012-10-26T00:00:00Z,1345,Friday,weekday
77,2012-10-26T00:00:00Z,1350,Friday,weekday
111,2012-10-26T00:00:00Z,1355,Friday,weekday
412,2012-10-26T00:00:00Z,1400,Friday,weekday
194,2012-10-26T00:00:00Z,1405,Friday,weekday
0,2012-10-26T00:00:00Z,1410,Friday,weekday
15,2012-10-26T00:00:00Z,1415,Friday,weekday
17,2012-10-26T00:00:00Z,1420,Friday,weekday
0,2012-10-26T00:00:00Z,1425,Friday,weekday
22,2012-10-26T00:00:00Z,1430,Friday,weekday
0,2012-10-26T00:00:00Z,1435,Friday,weekday
0,2012-10-26T00:00:00Z,1440,Friday,weekday
242,2012-10-26T00:00:00Z,1445,Friday,weekday
128,2012-10-26T00:00:00Z,1450,Friday,weekday
0,2012-10-26T00:00:00Z,1455,Friday,weekday
110,2012-10-26T00:00:00Z,1500,Friday,weekday
39,2012-10-26T00:00:00Z,1505,Friday,weekday
0,2012-10-26T00:00:00Z,1510,Friday,weekday
31,2012-10-26T00:00:00Z,1515,Friday,weekday
105,2012-10-26T00:00:00Z,1520,Friday,weekday
0,2012-10-26T00:00:00Z,1525,Friday,weekday
0,2012-10-26T00:00:00Z,1530,Friday,weekday
0,2012-10-26T00:00:00Z,1535,Friday,weekday
0,2012-10-26T00:00:00Z,1540,Friday,weekday
0,2012-10-26T00:00:00Z,1545,Friday,weekday
0,2012-10-26T00:00:00Z,1550,Friday,weekday
0,2012-10-26T00:00:00Z,1555,Friday,weekday
0,2012-10-26T00:00:00Z,1600,Friday,weekday
19,2012-10-26T00:00:00Z,1605,Friday,weekday
0,2012-10-26T00:00:00Z,1610,Friday,weekday
0,2012-10-26T00:00:00Z,1615,Friday,weekday
0,2012-10-26T00:00:00Z,1620,Friday,weekday
0,2012-10-26T00:00:00Z,1625,Friday,weekday
0,2012-10-26T00:00:00Z,1630,Friday,weekday
0,2012-10-26T00:00:00Z,1635,Friday,weekday
0,2012-10-26T00:00:00Z,1640,Friday,weekday
0,2012-10-26T00:00:00Z,1645,Friday,weekday
0,2012-10-26T00:00:00Z,1650,Friday,weekday
0,2012-10-26T00:00:00Z,1655,Friday,weekday
0,2012-10-26T00:00:00Z,1700,Friday,weekday
0,2012-10-26T00:00:00Z,1705,Friday,weekday
0,2012-10-26T00:00:00Z,1710,Friday,weekday
0,2012-10-26T00:00:00Z,1715,Friday,weekday
0,2012-10-26T00:00:00Z,1720,Friday,weekday
0,2012-10-26T00:00:00Z,1725,Friday,weekday
25,2012-10-26T00:00:00Z,1730,Friday,weekday
0,2012-10-26T00:00:00Z,1735,Friday,weekday
0,2012-10-26T00:00:00Z,1740,Friday,weekday
0,2012-10-26T00:00:00Z,1745,Friday,weekday
0,2012-10-26T00:00:00Z,1750,Friday,weekday
0,2012-10-26T00:00:00Z,1755,Friday,weekday
0,2012-10-26T00:00:00Z,1800,Friday,weekday
0,2012-10-26T00:00:00Z,1805,Friday,weekday
28,2012-10-26T00:00:00Z,1810,Friday,weekday
19,2012-10-26T00:00:00Z,1815,Friday,weekday
51,2012-10-26T00:00:00Z,1820,Friday,weekday
9,2012-10-26T00:00:00Z,1825,Friday,weekday
0,2012-10-26T00:00:00Z,1830,Friday,weekday
257,2012-10-26T00:00:00Z,1835,Friday,weekday
112,2012-10-26T00:00:00Z,1840,Friday,weekday
357,2012-10-26T00:00:00Z,1845,Friday,weekday
60,2012-10-26T00:00:00Z,1850,Friday,weekday
15,2012-10-26T00:00:00Z,1855,Friday,weekday
74,2012-10-26T00:00:00Z,1900,Friday,weekday
76,2012-10-26T00:00:00Z,1905,Friday,weekday
0,2012-10-26T00:00:00Z,1910,Friday,weekday
35,2012-10-26T00:00:00Z,1915,Friday,weekday
32,2012-10-26T00:00:00Z,1920,Friday,weekday
29,2012-10-26T00:00:00Z,1925,Friday,weekday
0,2012-10-26T00:00:00Z,1930,Friday,weekday
0,2012-10-26T00:00:00Z,1935,Friday,weekday
0,2012-10-26T00:00:00Z,1940,Friday,weekday
0,2012-10-26T00:00:00Z,1945,Friday,weekday
0,2012-10-26T00:00:00Z,1950,Friday,weekday
0,2012-10-26T00:00:00Z,1955,Friday,weekday
36,2012-10-26T00:00:00Z,2000,Friday,weekday
0,2012-10-26T00:00:00Z,2005,Friday,weekday
7,2012-10-26T00:00:00Z,2010,Friday,weekday
65,2012-10-26T00:00:00Z,2015,Friday,weekday
0,2012-10-26T00:00:00Z,2020,Friday,weekday
0,2012-10-26T00:00:00Z,2025,Friday,weekday
0,2012-10-26T00:00:00Z,2030,Friday,weekday
0,2012-10-26T00:00:00Z,2035,Friday,weekday
0,2012-10-26T00:00:00Z,2040,Friday,weekday
0,2012-10-26T00:00:00Z,2045,Friday,weekday
0,2012-10-26T00:00:00Z,2050,Friday,weekday
0,2012-10-26T00:00:00Z,2055,Friday,weekday
0,2012-10-26T00:00:00Z,2100,Friday,weekday
0,2012-10-26T00:00:00Z,2105,Friday,weekday
0,2012-10-26T00:00:00Z,2110,Friday,weekday
0,2012-10-26T00:00:00Z,2115,Friday,weekday
0,2012-10-26T00:00:00Z,2120,Friday,weekday
0,2012-10-26T00:00:00Z,2125,Friday,weekday
0,2012-10-26T00:00:00Z,2130,Friday,weekday
0,2012-10-26T00:00:00Z,2135,Friday,weekday
0,2012-10-26T00:00:00Z,2140,Friday,weekday
0,2012-10-26T00:00:00Z,2145,Friday,weekday
0,2012-10-26T00:00:00Z,2150,Friday,weekday
0,2012-10-26T00:00:00Z,2155,Friday,weekday
0,2012-10-26T00:00:00Z,2200,Friday,weekday
0,2012-10-26T00:00:00Z,2205,Friday,weekday
0,2012-10-26T00:00:00Z,2210,Friday,weekday
0,2012-10-26T00:00:00Z,2215,Friday,weekday
0,2012-10-26T00:00:00Z,2220,Friday,weekday
0,2012-10-26T00:00:00Z,2225,Friday,weekday
0,2012-10-26T00:00:00Z,2230,Friday,weekday
0,2012-10-26T00:00:00Z,2235,Friday,weekday
0,2012-10-26T00:00:00Z,2240,Friday,weekday
0,2012-10-26T00:00:00Z,2245,Friday,weekday
18,2012-10-26T00:00:00Z,2250,Friday,weekday
63,2012-10-26T00:00:00Z,2255,Friday,weekday
15,2012-10-26T00:00:00Z,2300,Friday,weekday
0,2012-10-26T00:00:00Z,2305,Friday,weekday
0,2012-10-26T00:00:00Z,2310,Friday,weekday
0,2012-10-26T00:00:00Z,2315,Friday,weekday
0,2012-10-26T00:00:00Z,2320,Friday,weekday
0,2012-10-26T00:00:00Z,2325,Friday,weekday
0,2012-10-26T00:00:00Z,2330,Friday,weekday
0,2012-10-26T00:00:00Z,2335,Friday,weekday
0,2012-10-26T00:00:00Z,2340,Friday,weekday
0,2012-10-26T00:00:00Z,2345,Friday,weekday
0,2012-10-26T00:00:00Z,2350,Friday,weekday
0,2012-10-26T00:00:00Z,2355,Friday,weekday
0,2012-10-27T00:00:00Z,0,Saturday,weekend
0,2012-10-27T00:00:00Z,5,Saturday,weekend
0,2012-10-27T00:00:00Z,10,Saturday,weekend
0,2012-10-27T00:00:00Z,15,Saturday,weekend
0,2012-10-27T00:00:00Z,20,Saturday,weekend
0,2012-10-27T00:00:00Z,25,Saturday,weekend
0,2012-10-27T00:00:00Z,30,Saturday,weekend
0,2012-10-27T00:00:00Z,35,Saturday,weekend
0,2012-10-27T00:00:00Z,40,Saturday,weekend
0,2012-10-27T00:00:00Z,45,Saturday,weekend
0,2012-10-27T00:00:00Z,50,Saturday,weekend
0,2012-10-27T00:00:00Z,55,Saturday,weekend
0,2012-10-27T00:00:00Z,100,Saturday,weekend
0,2012-10-27T00:00:00Z,105,Saturday,weekend
0,2012-10-27T00:00:00Z,110,Saturday,weekend
0,2012-10-27T00:00:00Z,115,Saturday,weekend
0,2012-10-27T00:00:00Z,120,Saturday,weekend
0,2012-10-27T00:00:00Z,125,Saturday,weekend
0,2012-10-27T00:00:00Z,130,Saturday,weekend
0,2012-10-27T00:00:00Z,135,Saturday,weekend
0,2012-10-27T00:00:00Z,140,Saturday,weekend
0,2012-10-27T00:00:00Z,145,Saturday,weekend
0,2012-10-27T00:00:00Z,150,Saturday,weekend
0,2012-10-27T00:00:00Z,155,Saturday,weekend
0,2012-10-27T00:00:00Z,200,Saturday,weekend
0,2012-10-27T00:00:00Z,205,Saturday,weekend
0,2012-10-27T00:00:00Z,210,Saturday,weekend
0,2012-10-27T00:00:00Z,215,Saturday,weekend
0,2012-10-27T00:00:00Z,220,Saturday,weekend
0,2012-10-27T00:00:00Z,225,Saturday,weekend
0,2012-10-27T00:00:00Z,230,Saturday,weekend
0,2012-10-27T00:00:00Z,235,Saturday,weekend
0,2012-10-27T00:00:00Z,240,Saturday,weekend
0,2012-10-27T00:00:00Z,245,Saturday,weekend
0,2012-10-27T00:00:00Z,250,Saturday,weekend
0,2012-10-27T00:00:00Z,255,Saturday,weekend
0,2012-10-27T00:00:00Z,300,Saturday,weekend
0,2012-10-27T00:00:00Z,305,Saturday,weekend
0,2012-10-27T00:00:00Z,310,Saturday,weekend
0,2012-10-27T00:00:00Z,315,Saturday,weekend
11,2012-10-27T00:00:00Z,320,Saturday,weekend
0,2012-10-27T00:00:00Z,325,Saturday,weekend
0,2012-10-27T00:00:00Z,330,Saturday,weekend
0,2012-10-27T00:00:00Z,335,Saturday,weekend
0,2012-10-27T00:00:00Z,340,Saturday,weekend
0,2012-10-27T00:00:00Z,345,Saturday,weekend
0,2012-10-27T00:00:00Z,350,Saturday,weekend
0,2012-10-27T00:00:00Z,355,Saturday,weekend
0,2012-10-27T00:00:00Z,400,Saturday,weekend
0,2012-10-27T00:00:00Z,405,Saturday,weekend
0,2012-10-27T00:00:00Z,410,Saturday,weekend
0,2012-10-27T00:00:00Z,415,Saturday,weekend
0,2012-10-27T00:00:00Z,420,Saturday,weekend
0,2012-10-27T00:00:00Z,425,Saturday,weekend
0,2012-10-27T00:00:00Z,430,Saturday,weekend
0,2012-10-27T00:00:00Z,435,Saturday,weekend
0,2012-10-27T00:00:00Z,440,Saturday,weekend
0,2012-10-27T00:00:00Z,445,Saturday,weekend
0,2012-10-27T00:00:00Z,450,Saturday,weekend
16,2012-10-27T00:00:00Z,455,Saturday,weekend
0,2012-10-27T00:00:00Z,500,Saturday,weekend
0,2012-10-27T00:00:00Z,505,Saturday,weekend
0,2012-10-27T00:00:00Z,510,Saturday,weekend
0,2012-10-27T00:00:00Z,515,Saturday,weekend
6,2012-10-27T00:00:00Z,520,Saturday,weekend
0,2012-10-27T00:00:00Z,525,Saturday,weekend
0,2012-10-27T00:00:00Z,530,Saturday,weekend
0,2012-10-27T00:00:00Z,535,Saturday,weekend
0,2012-10-27T00:00:00Z,540,Saturday,weekend
0,2012-10-27T00:00:00Z,545,Saturday,weekend
0,2012-10-27T00:00:00Z,550,Saturday,weekend
0,2012-10-27T00:00:00Z,555,Saturday,weekend
0,2012-10-27T00:00:00Z,600,Saturday,weekend
0,2012-10-27T00:00:00Z,605,Saturday,weekend
0,2012-10-27T00:00:00Z,610,Saturday,weekend
0,2012-10-27T00:00:00Z,615,Saturday,weekend
0,2012-10-27T00:00:00Z,620,Saturday,weekend
0,2012-10-27T00:00:00Z,625,Saturday,weekend
0,2012-10-27T00:00:00Z,630,Saturday,weekend
0,2012-10-27T00:00:00Z,635,Saturday,weekend
0,2012-10-27T00:00:00Z,640,Saturday,weekend
0,2012-10-27T00:00:00Z,645,Saturday,weekend
0,2012-10-27T00:00:00Z,650,Saturday,weekend
0,2012-10-27T00:00:00Z,655,Saturday,weekend
0,2012-10-27T00:00:00Z,700,Saturday,weekend
0,2012-10-27T00:00:00Z,705,Saturday,weekend
0,2012-10-27T00:00:00Z,710,Saturday,weekend
0,2012-10-27T00:00:00Z,715,Saturday,weekend
0,2012-10-27T00:00:00Z,720,Saturday,weekend
0,2012-10-27T00:00:00Z,725,Saturday,weekend
0,2012-10-27T00:00:00Z,730,Saturday,weekend
0,2012-10-27T00:00:00Z,735,Saturday,weekend
0,2012-10-27T00:00:00Z,740,Saturday,weekend
19,2012-10-27T00:00:00Z,745,Saturday,weekend
50,2012-10-27T00:00:00Z,750,Saturday,weekend
11,2012-10-27T00:00:00Z,755,Saturday,weekend
56,2012-10-27T00:00:00Z,800,Saturday,weekend
0,2012-10-27T00:00:00Z,805,Saturday,weekend
0,2012-10-27T00:00:00Z,810,Saturday,weekend
62,2012-10-27T00:00:00Z,815,Saturday,weekend
40,2012-10-27T00:00:00Z,820,Saturday,weekend
132,2012-10-27T00:00:00Z,825,Saturday,weekend
505,2012-10-27T00:00:00Z,830,Saturday,weekend
544,2012-10-27T00:00:00Z,835,Saturday,weekend
345,2012-10-27T00:00:00Z,840,Saturday,weekend
446,2012-10-27T00:00:00Z,845,Saturday,weekend
366,2012-10-27T00:00:00Z,850,Saturday,weekend
527,2012-10-27T00:00:00Z,855,Saturday,weekend
519,2012-10-27T00:00:00Z,900,Saturday,weekend
489,2012-10-27T00:00:00Z,905,Saturday,weekend
549,2012-10-27T00:00:00Z,910,Saturday,weekend
555,2012-10-27T00:00:00Z,915,Saturday,weekend
179,2012-10-27T00:00:00Z,920,Saturday,weekend
0,2012-10-27T00:00:00Z,925,Saturday,weekend
0,2012-10-27T00:00:00Z,930,Saturday,weekend
0,2012-10-27T00:00:00Z,935,Saturday,weekend
10,2012-10-27T00:00:00Z,940,Saturday,weekend
19,2012-10-27T00:00:00Z,945,Saturday,weekend
2,2012-10-27T00:00:00Z,950,Saturday,weekend
0,2012-10-27T00:00:00Z,955,Saturday,weekend
0,2012-10-27T00:00:00Z,1000,Saturday,weekend
31,2012-10-27T00:00:00Z,1005,Saturday,weekend
0,2012-10-27T00:00:00Z,1010,Saturday,weekend
0,2012-10-27T00:00:00Z,1015,Saturday,weekend
0,2012-10-27T00:00:00Z,1020,Saturday,weekend
0,2012-10-27T00:00:00Z,1025,Saturday,weekend
0,2012-10-27T00:00:00Z,1030,Saturday,weekend
0,2012-10-27T00:00:00Z,1035,Saturday,weekend
0,2012-10-27T00:00:00Z,1040,Saturday,weekend
0,2012-10-27T00:00:00Z,1045,Saturday,weekend
0,2012-10-27T00:00:00Z,1050,Saturday,weekend
0,2012-10-27T00:00:00Z,1055,Saturday,weekend
0,2012-10-27T00:00:00Z,1100,Saturday,weekend
0,2012-10-27T00:00:00Z,1105,Saturday,weekend
0,2012-10-27T00:00:00Z,1110,Saturday,weekend
0,2012-10-27T00:00:00Z,1115,Saturday,weekend
39,2012-10-27T00:00:00Z,1120,Saturday,weekend
0,2012-10-27T00:00:00Z,1125,Saturday,weekend
0,2012-10-27T00:00:00Z,1130,Saturday,weekend
0,2012-10-27T00:00:00Z,1135,Saturday,weekend
0,2012-10-27T00:00:00Z,1140,Saturday,weekend
0,2012-10-27T00:00:00Z,1145,Saturday,weekend
34,2012-10-27T00:00:00Z,1150,Saturday,weekend
47,2012-10-27T00:00:00Z,1155,Saturday,weekend
40,2012-10-27T00:00:00Z,1200,Saturday,weekend
42,2012-10-27T00:00:00Z,1205,Saturday,weekend
6,2012-10-27T00:00:00Z,1210,Saturday,weekend
22,2012-10-27T00:00:00Z,1215,Saturday,weekend
78,2012-10-27T00:00:00Z,1220,Saturday,weekend
41,2012-10-27T00:00:00Z,1225,Saturday,weekend
54,2012-10-27T00:00:00Z,1230,Saturday,weekend
38,2012-10-27T00:00:00Z,1235,Saturday,weekend
0,2012-10-27T00:00:00Z,1240,Saturday,weekend
0,2012-10-27T00:00:00Z,1245,Saturday,weekend
74,2012-10-27T00:00:00Z,1250,Saturday,weekend
314,2012-10-27T00:00:00Z,1255,Saturday,weekend
98,2012-10-27T00:00:00Z,1300,Saturday,weekend
107,2012-10-27T00:00:00Z,1305,Saturday,weekend
0,2012-10-27T00:00:00Z,1310,Saturday,weekend
180,2012-10-27T00:00:00Z,1315,Saturday,weekend
114,2012-10-27T00:00:00Z,1320,Saturday,weekend
16,2012-10-27T00:00:00Z,1325,Saturday,weekend
0,2012-10-27T00:00:00Z,1330,Saturday,weekend
0,2012-10-27T00:00:00Z,1335,Saturday,weekend
0,2012-10-27T00:00:00Z,1340,Saturday,weekend
72,2012-10-27T00:00:00Z,1345,Saturday,weekend
155,2012-10-27T00:00:00Z,1350,Saturday,weekend
135,2012-10-27T00:00:00Z,1355,Saturday,weekend
136,2012-10-27T00:00:00Z,1400,Saturday,weekend
120,2012-10-27T00:00:00Z,1405,Saturday,weekend
30,2012-10-27T00:00:00Z,1410,Saturday,weekend
0,2012-10-27T00:00:00Z,1415,Saturday,weekend
150,2012-10-27T00:00:00Z,1420,Saturday,weekend
149,2012-10-27T00:00:00Z,1425,Saturday,weekend
373,2012-10-27T00:00:00Z,1430,Saturday,weekend
166,2012-10-27T00:00:00Z,1435,Saturday,weekend
0,2012-10-27T00:00:00Z,1440,Saturday,weekend
0,2012-10-27T00:00:00Z,1445,Saturday,weekend
0,2012-10-27T00:00:00Z,1450,Saturday,weekend
108,2012-10-27T00:00:00Z,1455,Saturday,weekend
0,2012-10-27T00:00:00Z,1500,Saturday,weekend
0,2012-10-27T00:00:00Z,1505,Saturday,weekend
66,2012-10-27T00:00:00Z,1510,Saturday,weekend
0,2012-10-27T00:00:00Z,1515,Saturday,weekend
0,2012-10-27T00:00:00Z,1520,Saturday,weekend
0,2012-10-27T00:00:00Z,1525,Saturday,weekend
0,2012-10-27T00:00:00Z,1530,Saturday,weekend
0,2012-10-27T00:00:00Z,1535,Saturday,weekend
0,2012-10-27T00:00:00Z,1540,Saturday,weekend
0,2012-10-27T00:00:00Z,1545,Saturday,weekend
0,2012-10-27T00:00:00Z,1550,Saturday,weekend
0,2012-10-27T00:00:00Z,1555,Saturday,weekend
0,2012-10-27T00:00:00Z,1600,Saturday,weekend
0,2012-10-27T00:00:00Z,1605,Saturday,weekend
0,2012-10-27T00:00:00Z,1610,Saturday,weekend
0,2012-10-27T00:00:00Z,1615,Saturday,weekend
0,2012-10-27T00:00:00Z,1620,Saturday,weekend
0,2012-10-27T00:00:00Z,1625,Saturday,weekend
0,2012-10-27T00:00:00Z,1630,Saturday,weekend
0,2012-10-27T00:00:00Z,1635,Saturday,weekend
0,2012-10-27T00:00:00Z,1640,Saturday,weekend
0,2012-10-27T00:00:00Z,1645,Saturday,weekend
0,2012-10-27T00:00:00Z,1650,Saturday,weekend
0,2012-10-27T00:00:00Z,1655,Saturday,weekend
0,2012-10-27T00:00:00Z,1700,Saturday,weekend
0,2012-10-27T00:00:00Z,1705,Saturday,weekend
0,2012-10-27T00:00:00Z,1710,Saturday,weekend
0,2012-10-27T00:00:00Z,1715,Saturday,weekend
0,2012-10-27T00:00:00Z,1720,Saturday,weekend
0,2012-10-27T00:00:00Z,1725,Saturday,weekend
0,2012-10-27T00:00:00Z,1730,Saturday,weekend
46,2012-10-27T00:00:00Z,1735,Saturday,weekend
148,2012-10-27T00:00:00Z,1740,Saturday,weekend
60,2012-10-27T00:00:00Z,1745,Saturday,weekend
0,2012-10-27T00:00:00Z,1750,Saturday,weekend
76,2012-10-27T00:00:00Z,1755,Saturday,weekend
183,2012-10-27T00:00:00Z,1800,Saturday,weekend
185,2012-10-27T00:00:00Z,1805,Saturday,weekend
